X,Y,OBJECTID,site_type,site_name,address,borough,zip_code,latitude,longitude
-73.913405,40.805582,185,DOE HUB Grab & Go,Jackson Family Residence,691 East 138th Street,BRONX,10454,40.80558,-73.913406
-73.912544,40.806668,186,DOE HUB Grab & Go,Kettys Pl I & 2,691 E 140 Street,BRONX,10454,40.806667,-73.912544
-73.908359,40.813878,187,DOE HUB Grab & Go,PS 5 Port Morris,564 JACKSON AVENUE,BRONX,10455,40.813877,-73.908356
-73.905244,40.814249,188,DOE HUB Grab & Go,P.S. 161 Ponce De Leon,628 TINTON AVENUE,BRONX,10455,40.814247,-73.905243
-73.911666,40.818064,189,DOE HUB Grab & Go,Mott Haven Village Preparatory High School,701 ST. ANNS AVENUE,BRONX,10455,40.818066,-73.911667
-73.900155,40.81374,190,DOE HUB Grab & Go,P.S. 062 Inocensio Casanova,660 FOX STREET,BRONX,10455,40.81374,-73.900154
-73.908965,40.819514,191,DOE HUB Grab & Go,P.S. 157 Grove Hill,757 CAULDWELL AVENUE,BRONX,10456,40.819515,-73.908966
-73.907536,40.82321,192,DOE HUB Grab & Go,P.S. X140 The Eagle School,916 EAGLE AVENUE,BRONX,10456,40.823212,-73.907539
-73.902896,40.821724,193,DOE HUB Grab & Go,School for Tourism and Hospitality,900 TINTON AVENUE,BRONX,10456,40.821724,-73.902893
-73.91191,40.832649,194,DOE HUB Grab & Go,P.S. 053 Basheer Quisim,360 EAST 168 STREET,BRONX,10456,40.832649,-73.911911
-73.91352,40.837023,195,DOE HUB Grab & Go,P.S. X088 - S. Silverstein Little Sparrow School,1340 SHERIDAN AVENUE,BRONX,10456,40.837025,-73.913521
-73.900646,40.835091,196,DOE HUB Grab & Go,P.S. 110 Theodore Schoenfeld,580 CROTONA PARK SOUTH,BRONX,10456,40.835091,-73.900642
-73.917701,40.827993,197,DOE HUB Grab & Go,GRANT AVENUE ELEMENTARY SCHOOL,250 EAST 164 STREET,BRONX,10456,40.827991,-73.917702
-73.903952,40.833507,198,DOE HUB Grab & Go,I.S. 219 New Venture School,3630 THIRD AVENUE,BRONX,10456,40.833508,-73.903954
-73.914056,40.827463,199,DOE HUB Grab & Go,New Millenium Business Acad. MS,1000 TELLER AVENUE,BRONX,10456,40.827461,-73.914055
-73.916401,40.833451,200,DOE HUB Grab & Go,Bronx Neighborhood/Promise Place,1195 Sherman Avenue,BRONX,10456,40.83345,-73.916405
-73.903811,40.848378,201,DOE HUB Grab & Go,P.S. 028 Mount Hope,1861 ANTHONY AVENUE,BRONX,10457,40.848377,-73.903809
-73.903258,40.838656,202,DOE HUB Grab & Go,P.S. 042 Claremont,1537 WASHINGTON AVENUE,BRONX,10457,40.838657,-73.903259
-73.898819,40.846368,203,DOE HUB Grab & Go,P.S. 058,459 EAST 176 STREET,BRONX,10457,40.846367,-73.898819
-73.908071,40.844234,204,DOE HUB Grab & Go,P.S. 070 Max Schoenfeld,1691 WEEKS AVENUE,BRONX,10457,40.844234,-73.908073
-73.89897,40.85175,205,DOE HUB Grab & Go,P.S. 163 Arthur A. Schomburg,2075 WEBSTER AVENUE,BRONX,10457,40.851749,-73.898972
-73.897944,40.841764,206,DOE HUB Grab & Go,P.S./M.S. 004 Crotona Park West,1717 FULTON AVENUE,BRONX,10457,40.841763,-73.897942
-73.91137,40.839305,207,DOE HUB Grab & Go,Bronx High School of Business,240 EAST 172 STREET,BRONX,10457,40.839306,-73.911369
-73.897364,40.845307,208,DOE HUB Grab & Go,Eagle Academy for Young Men,4143 THIRD AVENUE,BRONX,10457,40.845306,-73.897362
-73.901782,40.839434,209,DOE HUB Grab & Go,Mott Hall Bronx High School,1595 BATHGATE AVENUE,BRONX,10457,40.839436,-73.901779
-73.904692,40.838696,210,DOE HUB Grab & Go,Icahn House CRF / BPHN Promise Place,1520 Brook Avenue,BRONX,10457,40.838696,-73.904694
-73.909939,40.839449,211,DOE HUB Grab & Go,Help Morris USA,285 East 171st Street Bronx,BRONX,10457,40.839451,-73.909943
-73.898048,40.844473,212,DOE HUB Grab & Go,CROSS BRONX RES.,505 EAST 175TH STREET,BRONX,10457,40.844475,-73.898048
-73.891638,40.850151,213,DOE HUB Grab & Go,P.S. 3 Raul Julia Micro Society,2100 LAFONTAINE AVENUE,BRONX,10457,40.850151,-73.89164
-73.894933,40.853297,214,DOE HUB Grab & Go,P.S. 023 The New Children's School,2151 WASHINGTON AVENUE,BRONX,10457,40.853298,-73.894936
-73.893647,40.853148,215,DOE HUB Grab & Go,P.S. 059 The Community School of Technology,2185 BATHGATE AVENUE,BRONX,10457,40.853149,-73.893646
-73.897361,40.854386,216,DOE HUB Grab & Go,The Angelo Patri Middle School,2225 WEBSTER AVENUE,BRONX,10457,40.854385,-73.897362
-73.898437,40.850147,217,DOE HUB Grab & Go,Gloria's House,4305 Park Avenue,BRONX,10457,40.850147,-73.898438
-73.88898,40.848755,218,DOE HUB Grab & Go,P.S. 057 Crescent,2111 CROTONA AVENUE,BRONX,10457,40.848755,-73.888977
-73.889613,40.846241,219,DOE HUB Grab & Go,P.S. 595,700 EAST 179 STREET,BRONX,10457,40.846241,-73.88961
-73.885438,40.850848,220,DOE HUB Grab & Go,Thorpe Family Res,2252 Crotona Ave,BRONX,10457,40.850849,-73.885437
-73.911763,40.807689,221,DOE HUB Grab & Go,Powers/WIN,346 Powers Avenue,BRONX,10458,40.80769,-73.911766
-73.883275,40.872296,222,DOE HUB Grab & Go,P.S. 008 Issac Varian,3010 BRIGGS AVENUE,BRONX,10458,40.872295,-73.883278
-73.886203,40.851689,223,DOE HUB Grab & Go,P.S. 032 Belmont,690 EAST 183 STREET,BRONX,10458,40.851688,-73.8862
-73.890403,40.867165,224,DOE HUB Grab & Go,P.S. 046 Edgar Allan Poe,279 EAST 196 STREET,BRONX,10458,40.867165,-73.890404
-73.888626,40.859467,225,DOE HUB Grab & Go,Fordham Leadership Academy for Business and Techno,500 EAST FORDHAM ROAD,BRONX,10458,40.859467,-73.888626
-73.882473,40.85525,226,DOE HUB Grab & Go,Crotona International High School,2474 CROTONA AVENUE,BRONX,10458,40.855251,-73.882477
-73.891505,40.861042,227,DOE HUB Grab & Go,Jonas Bronck Academy,400 EAST FORDHAM ROAD,BRONX,10458,40.861042,-73.891502
-73.893936,40.857553,228,DOE HUB Grab & Go,Park Avenue Residence,4607 Park Avenue,BRONX,10458,40.857552,-73.893936
-73.8984,40.820109,229,DOE HUB Grab & Go,The Longwood Academy of Discovery,888 REV J A POLITE AVE,BRONX,10459,40.82011,-73.898399
-73.892966,40.820386,230,DOE HUB Grab & Go,Bronx Studio School for Writers and Artists,928 SIMPSON STREET,BRONX,10459,40.820385,-73.892967
-73.892121,40.819842,231,DOE HUB Grab & Go,Harmony House,926 Southern Boulevard,BRONX,10459,40.819843,-73.89212
-73.894394,40.821977,232,DOE HUB Grab & Go,School of Performing Arts,977 FOX STREET,BRONX,10459,40.821976,-73.894394
-73.894252,40.831646,233,DOE HUB Grab & Go,P.S. 134 George F. Bristow,1330 BRISTOW STREET,BRONX,10459,40.831646,-73.894249
-73.894345,40.825383,234,DOE HUB Grab & Go,P.S. 150 Charles James Fox,920 EAST 167 STREET,BRONX,10459,40.825382,-73.894348
-73.898359,40.823125,235,DOE HUB Grab & Go,Bronx Regional High School,1010 REV. J. A. POLITE AVENUE,BRONX,10459,40.823124,-73.898361
-73.887755,40.829562,236,DOE HUB Grab & Go,Freeman Residence,999 Freeman Street,BRONX,10459,40.829563,-73.887756
-73.897806,40.825589,237,DOE HUB Grab & Go,Hall Place Residence,1075 Hall Place,BRONX,10459,40.825588,-73.897804
-73.882601,40.840437,238,DOE HUB Grab & Go,P.S. 006 West Farms,1000 EAST TREMONT AVENUE,BRONX,10460,40.840439,-73.882599
-73.886541,40.831491,239,DOE HUB Grab & Go,P.S. 066 School of Higher Expectations,1001 JENNINGS STREET,BRONX,10460,40.83149,-73.886543
-73.884196,40.843779,240,DOE HUB Grab & Go,P.S. 067 Mohegan School,2024 MOHEGAN AVENUE,BRONX,10460,40.843781,-73.884193
-73.890681,40.836304,241,DOE HUB Grab & Go,J.H.S. 098 Herman Ridder,1619 BOSTON ROAD,BRONX,10460,40.836304,-73.890678
-73.886722,40.846129,242,DOE HUB Grab & Go,M.S.129 Academy for Independent Learning and Leadership,2055 MAPES AVENUE,BRONX,10460,40.84613,-73.886719
-73.879885,40.839235,243,DOE HUB Grab & Go,P.S. 214,1970 WEST FARMS ROAD,BRONX,10460,40.839233,-73.879883
-73.886995,40.834187,244,DOE HUB Grab & Go,Fairmont Neighborhood School,1550 VYSE AVENUE,BRONX,10460,40.834187,-73.886993
-73.866053,40.838226,245,DOE HUB Grab & Go,Archer Elementary School,1827 ARCHER STREET,BRONX,10460,40.838226,-73.866051
-73.885793,40.831205,246,DOE HUB Grab & Go,Fannie Lou Hamer Freedom High School,1021 JENNINGS STREET,BRONX,10460,40.831203,-73.885796
-73.890948,40.840923,247,DOE HUB Grab & Go,Kips Bay Boy & Girls Club,785 Crotona  Park North,BRONX,10460,40.840923,-73.890945
-73.886365,40.843378,248,DOE HUB Grab & Go,Bronx Bridge 1,855 E. Tremont Avenue,BRONX,10460,40.843376,-73.886368
-73.873769,40.84011,249,DOE HUB Grab & Go,Morris Park Res,437 Morris Park Ave,BRONX,10460,40.840111,-73.873772
-73.882958,40.846663,250,DOE HUB Grab & Go,Sojourner Truth House,2136 Crotona Parkway,BRONX,10460,40.846664,-73.882957
-73.826213,40.835385,251,DOE HUB Grab & Go,P.S. X014 Senator John Calandra,3047 BRUCKNER BOULEVARD,BRONX,10461,40.835384,-73.82621
-73.829566,40.845378,252,DOE HUB Grab & Go,P.S. 071 Rose E. Scala,3040 ROBERTS AVENUE,BRONX,10461,40.845379,-73.829567
-73.866265,40.853075,253,DOE HUB Grab & Go,P.S. 105 Sen Abraham Bernstein,725 BRADY AVENUE,BRONX,10462,40.853073,-73.866264
-73.854827,40.836972,254,DOE HUB Grab & Go,P.S. 106 Parkchester,1514 OLMSTEAD AVENUE,BRONX,10462,40.836971,-73.854828
-73.853204,40.83876,255,DOE HUB Grab & Go,J.H.S. 127 The Castle Hill,1560 PURDY STREET,BRONX,10462,40.83876,-73.853203
-73.846446,40.835364,256,DOE HUB Grab & Go,PS/MS 194,2365 WATERBURY AVENUE,BRONX,10462,40.835365,-73.846443
-73.863497,40.8542,257,DOE HUB Grab & Go,Young Voices Academy Of The Bronx,800 LYDIG AVENUE,BRONX,10462,40.854198,-73.863495
-73.864998,40.843484,258,DOE HUB Grab & Go,The STEAM Bridge School,1684 WHITE PLAINS ROAD,BRONX,10462,40.843483,-73.864998
-73.857997,40.845018,259,DOE HUB Grab & Go,PS/MS 11X498 - VAN NEST ACADEMY,1640 BRONXDALE AVE,BRONX,10462,40.845016,-73.857994
-73.864428,40.851591,260,DOE HUB Grab & Go,Bronx High School for the Visual Arts,2040 ANTIN PL,BRONX,10462,40.851589,-73.864426
-73.858412,40.848718,261,DOE HUB Grab & Go,P.S. 083 Donald Hertz,1840 BOGART AVENUE,BRONX,10462,40.848717,-73.858414
-73.891664,40.883049,262,DOE HUB Grab & Go,P.S. 095 Sheila Mencher,3961 HILLMAN AVENUE,BRONX,10463,40.883049,-73.891663
-73.913996,40.88785,263,DOE HUB Grab & Go,Riverdale / Kingsbridge Academy (Middle School / High School 141),660 WEST 237 STREET,BRONX,10463,40.887852,-73.913994
-73.906176,40.878303,264,DOE HUB Grab & Go,P.S. 207,3030 GODWIN TERRACE,BRONX,10463,40.878304,-73.906174
-73.90247,40.882955,265,DOE HUB Grab & Go,Broadway Family Plaza,"5731 Broadway, Bronx",BRONX,10463,40.882954,-73.902473
-73.783617,40.844367,266,DOE HUB Grab & Go,P.S. 175 City Island,200 CITY ISLAND AVENUE,BRONX,10464,40.844368,-73.783615
-73.818173,40.823249,267,DOE HUB Grab & Go,P.S. 072 Dr. William Dorney,2951 DEWEY AVENUE,BRONX,10465,40.82325,-73.818176
-73.837279,40.817393,268,DOE HUB Grab & Go,Acacia Crystal's Place,555 Hutchison River Parkway,BRONX,10465,40.817394,-73.83728
-73.859421,40.887889,269,DOE HUB Grab & Go,P.S. 021 Philip H. Sheridan,715 EAST 225 STREET,BRONX,10466,40.88789,-73.859421
-73.838884,40.891603,270,DOE HUB Grab & Go,P.S. 068 Bronx,4011 MONTICELLO AVENUE,BRONX,10466,40.891602,-73.838882
-73.861936,40.892193,271,DOE HUB Grab & Go,P.S. 103 Hector Fontanez,4125 CARPENTER AVENUE,BRONX,10466,40.892193,-73.861938
-73.839332,40.88444,272,DOE HUB Grab & Go,P.S. 111 Seton Falls,3740 BAYCHESTER AVENUE,BRONX,10466,40.884441,-73.839333
-73.844079,40.884845,273,DOE HUB Grab & Go,P.S. 112 Bronxwood,1925 SCHIEFFELIN AVENUE,BRONX,10466,40.884846,-73.844078
-73.84005,40.88644,274,DOE HUB Grab & Go,Bronx Alliance Middle School,3750 BAYCHESTER AVENUE,BRONX,10466,40.88644,-73.84005
-73.874909,40.875463,275,DOE HUB Grab & Go,P.S. 056 Norwood Heights,341 EAST 207 STREET,BRONX,10467,40.875462,-73.874908
-73.867834,40.874752,276,DOE HUB Grab & Go,P.S. 041 Gun Hill Road,3352 OLINVILLE AVENUE,BRONX,10467,40.874752,-73.867836
-73.868986,40.860731,277,DOE HUB Grab & Go,P.S. 096 Richard Rodgers,2385 OLINVILLE AVENUE,BRONX,10467,40.860729,-73.868988
-73.860131,40.88065,278,DOE HUB Grab & Go,Leaders of Tomorrow,3710 BARNES AVENUE,BRONX,10467,40.88065,-73.86013
-73.901268,40.861696,279,DOE HUB Grab & Go,P.S. 033 Timothy Dwight,2424 JEROME AVENUE,BRONX,10468,40.861694,-73.901268
-73.897022,40.869973,280,DOE HUB Grab & Go,P.S. 086 Kingsbridge Heights,2756 RESERVOIR AVENUE,BRONX,10468,40.869972,-73.897018
-73.897022,40.869973,281,DOE HUB Grab & Go,International School for Liberal Arts,2780 RESERVOIR AVENUE,BRONX,10468,40.869972,-73.897018
-73.907628,40.861572,282,DOE HUB Grab & Go,Lily House,2303 Andrews Ave North,BRONX,10468,40.861572,-73.907631
-73.8953,40.865964,283,DOE HUB Grab & Go,P.S. 246 Poe Center,2641 GRAND CONCOURSE,BRONX,10468,40.865963,-73.895302
-73.861001,40.868931,284,DOE HUB Grab & Go,P.S. 076 The Bennington School,900 ADEE AVENUE,BRONX,10469,40.868931,-73.861
-73.850567,40.878472,285,DOE HUB Grab & Go,P.S. 078 Anne Hutchinson,1400 NEEDHAM AVENUE,BRONX,10469,40.878471,-73.850571
-73.859254,40.862479,286,DOE HUB Grab & Go,P.S. 089 Bronx,980 MACE AVENUE,BRONX,10469,40.86248,-73.859253
-73.846772,40.863525,287,DOE HUB Grab & Go,P.S. 097 Bronx,1375 MACE AVENUE,BRONX,10469,40.863525,-73.846771
-73.83654,40.863805,288,DOE HUB Grab & Go,J.H.S. 144 Michelangelo,2545 GUNTHER AVENUE,BRONX,10469,40.863804,-73.83654
-73.860737,40.860444,289,DOE HUB Grab & Go,Collegiate Institute for Math and Science,925 ASTOR AVENUE,BRONX,10469,40.860443,-73.860741
-73.854101,40.901172,290,DOE HUB Grab & Go,The Matilda Avenue School,4520 MATILDA AVENUE,BRONX,10470,40.901173,-73.854103
-73.849824,40.829467,291,DOE HUB Grab & Go,P.S. 036 Unionport,1070 CASTLE HILL AVENUE,BRONX,10472,40.829468,-73.849823
-73.857396,40.828475,292,DOE HUB Grab & Go,P.S. 119,1075 PUGSLEY AVENUE,BRONX,10472,40.828476,-73.857399
-73.874096,40.82545,293,DOE HUB Grab & Go,J.H.S. 123 James M. Kieran,1025 MORRISON AVENUE,BRONX,10472,40.825451,-73.8741
-73.888487,40.826094,294,DOE HUB Grab & Go,New Day,1230 Westchester Ave,BRONX,10472,40.826096,-73.888489
-73.866971,40.832532,295,DOE HUB Grab & Go,P.S. 047 John Randolph,1794 EAST 172 STREET,BRONX,10472,40.832531,-73.866974
-73.878354,40.83263,296,DOE HUB Grab & Go,High School of World Cultures,1300 BOYNTON AVENUE,BRONX,10472,40.83263,-73.878357
-73.877611,40.83208,297,DOE HUB Grab & Go,THE CINEMA SCHOOL,1551 EAST 172ND STREET,BRONX,10472,40.832081,-73.877609
-73.877274,40.82252,298,DOE HUB Grab & Go,P.S. 093 Albert G. Oliver,1535 STORY AVENUE,BRONX,10473,40.822521,-73.877274
-73.862764,40.822553,299,DOE HUB Grab & Go,P.S. 100 Isaac Clason,800 TAYLOR AVENUE,BRONX,10473,40.822552,-73.862762
-73.868739,40.819219,300,DOE HUB Grab & Go,P.S. 107,1695 SEWARD AVENUE,BRONX,10473,40.819218,-73.868736
-73.860003,40.822926,301,DOE HUB Grab & Go,J.H.S. 131 Albert Einstein,885 BOLTON AVENUE,BRONX,10473,40.822926,-73.860001
-73.856976,40.818923,302,DOE HUB Grab & Go,P.S. 182,601 STICKBALL BOULEVARD,BRONX,10473,40.818924,-73.856979
-73.880796,40.820805,303,DOE HUB Grab & Go,Bronx Arena High School,1440 STORY AVENUE,BRONX,10473,40.820805,-73.880798
-73.855934,40.821216,304,DOE HUB Grab & Go,Gotham Collaborative High School,1980 LAFAYETTE AVENUE,BRONX,10473,40.821217,-73.855934
-73.88531,40.815713,305,DOE HUB Grab & Go,The Hunts Point School,730 BRYANT AVENUE,BRONX,10474,40.815712,-73.885307
-73.823842,40.864052,306,DOE HUB Grab & Go,P.S. 160 Walt Disney,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475,40.864052,-73.823845
-73.831948,40.874058,307,DOE HUB Grab & Go,P.S. 178 - Dr. Selman Waksman,850 BAYCHESTER AVENUE,BRONX,10475,40.874058,-73.831947
-73.831948,40.874058,308,DOE HUB Grab & Go,M.S. 180 Dr. Daniel Hale Williams,700 BAYCHESTER AVENUE,BRONX,10475,40.874058,-73.831947
-73.831017,40.883188,309,DOE HUB Grab & Go,Cornerstone Academy for Social Action,3441 STEENWICK AVENUE,BRONX,10475,40.883186,-73.831017
-73.831948,40.874058,310,DOE HUB Grab & Go,Harry S Truman High School,750 BAYCHESTER AVENUE,BRONX,10475,40.874058,-73.831947
-73.713245,40.741407,311,DOE HUB Grab & Go,Irwin Altman Middle School 172,81-14 257 STREET,QUEENS,11004,40.741405,-73.713242
-73.939182,40.758342,312,DOE HUB Grab & Go,P.S. 111 Jacob Blackwell,37-15 13 STREET,QUEENS,11101,40.758343,-73.939178
-73.929582,40.743309,313,DOE HUB Grab & Go,Aviation Career & Technical Education High School,45-30 36 STREET,QUEENS,11101,40.743309,-73.929581
-73.923044,40.766899,314,DOE HUB Grab & Go,P.S. 234,30-15 29 STREET,QUEENS,11102,40.766899,-73.923042
-73.911227,40.75699,315,DOE HUB Grab & Go,William Cullen Bryant High School,48-10 31 AVENUE,QUEENS,11103,40.756989,-73.911224
-73.923379,40.745885,316,DOE HUB Grab & Go,P.S. 150 Queens,40-01 43 AVENUE,QUEENS,11104,40.745884,-73.923378
-73.91504,40.773124,317,DOE HUB Grab & Go,P.S. 085 Judge Charles Vallone,23-70 31 STREET,QUEENS,11105,40.773125,-73.915039
-73.915789,40.780508,318,DOE HUB Grab & Go,P.S. 122 Mamie Fay,21-21 DITMARS BOULEVARD,QUEENS,11105,40.780506,-73.915787
-73.904508,40.775773,319,DOE HUB Grab & Go,I.S. 141 The Steinway,37-11 21 AVENUE,QUEENS,11105,40.775772,-73.90451
-73.929994,40.766009,320,DOE HUB Grab & Go,Albert Shanker School for Visual and Performing Arts,31-51 21 STREET,QUEENS,11106,40.76601,-73.929993
-73.926253,40.757495,321,DOE HUB Grab & Go,P.S. 166 Henry Gradstein,33-09 35 AVENUE,QUEENS,11106,40.757496,-73.926254
-73.933965,40.765934,322,DOE HUB Grab & Go,Long Island City High School,14-30 BROADWAY,QUEENS,11106,40.765934,-73.933968
-73.981711,40.701768,323,DOE HUB Grab & Go,P.S. 307 Daniel Hale Williams,209 YORK STREET,BROOKLYN,11201,40.701767,-73.981712
-73.992076,40.702952,324,DOE HUB Grab & Go,Dock Street School for STEAM Studies,19 DOCK STREET,BROOKLYN,11201,40.702953,-73.992073
-73.993315,40.685016,325,DOE HUB Grab & Go,School for International Studies,284 BALTIC STREET,BROOKLYN,11201,40.685017,-73.993317
-73.990889,40.68487,326,DOE HUB Grab & Go,Cobble Hill School of American Studies,347 BALTIC STREET,BROOKLYN,11201,40.684872,-73.990891
-73.940711,40.661804,327,DOE HUB Grab & Go,P.S. 091 The Albany Avenue School,532 ALBANY AVENUE,BROOKLYN,11203,40.661804,-73.940712
-73.943717,40.65871,328,DOE HUB Grab & Go,High School for Public Service: Heroes of Tomorrow,600 KINGSTON AVENUE,BROOKLYN,11203,40.65871,-73.943718
-73.936339,40.662085,329,DOE HUB Grab & Go,New Heights Middle School,790 EAST NEW YORK AVENUE,BROOKLYN,11203,40.662086,-73.93634
-73.932949,40.653091,330,DOE HUB Grab & Go,P.S. 135 Sheldon A. Brookner,684 LINDEN BOULEVARD,BROOKLYN,11203,40.653091,-73.932945
-73.930898,40.642701,331,DOE HUB Grab & Go,P.S. 208 Elsa Ebeling,4801 AVENUE D,BROOKLYN,11203,40.6427,-73.930901
-73.940926,40.655335,332,DOE HUB Grab & Go,P.S. 235 Janice Marie Knight School,525 LENOX ROAD,BROOKLYN,11203,40.655334,-73.940926
-73.925596,40.647852,333,DOE HUB Grab & Go,P.S. 244 Richard R. Green,5404 TILDEN AVENUE,BROOKLYN,11203,40.647854,-73.925598
-73.928744,40.659088,334,DOE HUB Grab & Go,East Flatbush Community Research School,905 WINTHROP STREET,BROOKLYN,11203,40.659088,-73.928741
-73.921402,40.644081,335,DOE HUB Grab & Go,P.S. 135 Sheldon A. Brookner,5811 DITMAS AVENUE,BROOKLYN,11203,40.644081,-73.921402
-73.933139,40.636079,336,DOE HUB Grab & Go,P.S. 109,1001 EAST  45 STREET,BROOKLYN,11203,40.636078,-73.933136
-73.987165,40.621482,337,DOE HUB Grab & Go,P.S. 048 Mapleton,6015 18 AVENUE,BROOKLYN,11204,40.621483,-73.987167
-73.982428,40.635101,338,DOE HUB Grab & Go,J.H.S. 223 The Montauk,4200 16 AVENUE,BROOKLYN,11204,40.635101,-73.98243
-73.995969,40.622105,339,DOE HUB Grab & Go,J.H.S. 227 Edward B. Shallow,6500 16 AVENUE,BROOKLYN,11204,40.622105,-73.995972
-73.982598,40.621333,340,DOE HUB Grab & Go,Franklin Delano Roosevelt High School,5800 20 AVENUE,BROOKLYN,11204,40.621334,-73.982597
-73.984989,40.608136,341,DOE HUB Grab & Go,I.S. 096 Seth Low,99 AVENUE P,BROOKLYN,11204,40.608135,-73.984985
-73.974419,40.608162,342,DOE HUB Grab & Go,P.S. 177 The Marlboro,346 AVENUE P,BROOKLYN,11204,40.608162,-73.974419
-73.977688,40.695263,343,DOE HUB Grab & Go,P.S. 067 Charles A. Dorsey,51 SAINT EDWARDS STREET,BROOKLYN,11205,40.695263,-73.977692
-73.971474,40.688742,344,DOE HUB Grab & Go,M.S. 113 Ronald Edmonds Learning Center,300 ADELPHI STREET,BROOKLYN,11205,40.688744,-73.971474
-73.960808,40.689499,345,DOE HUB Grab & Go,P.S. 270 Johann DeKalb,241 EMERSON PLACE,BROOKLYN,11205,40.689499,-73.960808
-73.96,40.695398,346,DOE HUB Grab & Go,P.S. 157 Benjamin Franklin,850 KENT AVENUE,BROOKLYN,11205,40.695396,-73.959999
-73.946681,40.710867,347,DOE HUB Grab & Go,P.S. 018 Edward Bush,101 MAUJER STREET,BROOKLYN,11206,40.710869,-73.946678
-73.944463,40.709763,348,DOE HUB Grab & Go,Williamsburg High School for Art and Technology,223 GRAHAM AVENUE,BROOKLYN,11206,40.709763,-73.944466
-73.937903,40.700831,349,DOE HUB Grab & Go,P.S. 120 Carlos Tapia,18 BEAVER STREET,BROOKLYN,11206,40.700832,-73.937904
-73.938769,40.705014,350,DOE HUB Grab & Go,P.S. 147 Isaac Remsen,325 BUSHWICK AVENUE,BROOKLYN,11206,40.705013,-73.938766
-73.939389,40.708805,351,DOE HUB Grab & Go,P.S. 196 Ten Eyck,207 BUSHWICK AVENUE,BROOKLYN,11206,40.708805,-73.939392
-73.94566,40.706709,352,DOE HUB Grab & Go,P.S. 250 George H. Lindsay,108 MONTROSE AVENUE,BROOKLYN,11206,40.706711,-73.945663
-73.948174,40.697372,353,DOE HUB Grab & Go,P.S. 297 Abraham Stockton,700 PARK AVENUE,BROOKLYN,11206,40.697372,-73.948174
-73.948775,40.703035,354,DOE HUB Grab & Go,I.S. 318 Eugenio Maria De Hostos,101 WALTON STREET,BROOKLYN,11206,40.703033,-73.948776
-73.953706,40.701788,355,DOE HUB Grab & Go,P.S. 380 John Wayne Elementary,370 MARCY AVENUE,BROOKLYN,11206,40.70179,-73.953705
-73.941285,40.693652,356,DOE HUB Grab & Go,Brighter Choice Community School,280 HART STREET,BROOKLYN,11206,40.693653,-73.941284
-73.943593,40.694287,357,DOE HUB Grab & Go,Bridge Family Residence,652 Willoughby Avenue,BROOKLYN,11206,40.694286,-73.943596
-73.942393,40.692928,358,DOE HUB Grab & Go,Pulaski Family Residence,228 Pulaski Street,BROOKLYN,11206,40.692928,-73.94239
-73.893328,40.66407,359,DOE HUB Grab & Go,P.S. 013 Roberto Clemente,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.66407,-73.893326
-73.885218,40.672588,360,DOE HUB Grab & Go,P.S. 158 Warwick,400 ASHFORD STREET,BROOKLYN,11207,40.672588,-73.885216
-73.889968,40.659843,361,DOE HUB Grab & Go,P.S. 213 New Lots,580 HEGEMAN AVENUE,BROOKLYN,11207,40.659843,-73.889969
-73.889379,40.678197,362,DOE HUB Grab & Go,P.S. 290 Juan Morel Campos,135 SCHENCK AVENUE,BROOKLYN,11207,40.678196,-73.889381
-73.893323,40.671599,363,DOE HUB Grab & Go,J.H.S. 292 Margaret S. Douglas,301 VERMONT STREET,BROOKLYN,11207,40.6716,-73.893326
-73.886624,40.655338,364,DOE HUB Grab & Go,P.S. 306 Ethan Allen,970 VERMONT STREET,BROOKLYN,11207,40.655338,-73.886627
-73.898253,40.667983,365,DOE HUB Grab & Go,P.S. 328 Phyllis Wheatley,330 ALABAMA AVENUE,BROOKLYN,11207,40.667984,-73.898254
-73.895122,40.666866,366,DOE HUB Grab & Go,Performing Arts and Technology High School,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.666866,-73.895119
-73.885879,40.667404,367,DOE HUB Grab & Go,Rose McCarthy Family Residence,882-900 Dumont Avenue,BROOKLYN,11207,40.667404,-73.88588
-73.892011,40.680527,368,DOE HUB Grab & Go,Van Siclen Family Residence,246 Jamaica Avenue,BROOKLYN,11207,40.680527,-73.892014
-73.894262,40.664173,369,DOE HUB Grab & Go,Penn House,526 Pennsylvania Avenue,BROOKLYN,11207,40.664173,-73.894264
-73.900149,40.667878,370,DOE HUB Grab & Go,Help1,515 Blake Ave,BROOKLYN,11207,40.667877,-73.900146
-73.908243,40.693428,371,DOE HUB Grab & Go,P.S. 151 Lyndon B. Johnson,763 KNICKERBOCKER AVENUE,BROOKLYN,11207,40.693428,-73.908241
-73.904696,40.689881,372,DOE HUB Grab & Go,P.S. /I.S. 384 Frances E. Carter,242 COOPER STREET,BROOKLYN,11207,40.68988,-73.904694
-73.91059,40.688648,373,DOE HUB Grab & Go,Evergreen M.S. for Urban Exploration,125 COVERT STREET,BROOKLYN,11207,40.688648,-73.910591
-73.912413,40.684425,374,DOE HUB Grab & Go,Volunteers of  America,1675 Broadway,BROOKLYN,11207,40.684425,-73.912415
-73.872987,40.689153,375,DOE HUB Grab & Go,P.S. 007 Abraham Lincoln,858 JAMAICA AVENUE,BROOKLYN,11208,40.689152,-73.872986
